name,age,height,weight,sex
James Simpson,68.0,1.62,52.1,F
Holly Nelson,43.0,1.8,102.7,M
David Wise,65.0,1.84,118.1,M
Sabrina Rodriguez,38.0,1.74,93.4,F
Anthony Clark,56.0,1.94,110.0,F
John Ward,47.0,1.72,86.2,M
Joshua Villarreal,25.0,1.64,66.2,F
Sherry Francis MD,68.0,1.95,51.0,M
Christopher Parks,37.0,1.93,95.7,M
Stephanie Adams,65.0,1.58,84.5,M
Ronnie Johnson,49.0,1.51,104.7,F
Heidi Owens,39.0,1.54,98.6,F
Tonya Ford,24.0,1.64,119.2,F
Victor Holt,26.0,1.99,85.7,F
James Frederick,62.0,1.78,79.9,M
Andrew Rivera,18.0,1.69,70.1,F
Matthew Wall,46.0,1.94,83.4,M
Robert Chase,25.0,1.73,111.1,M
Taylor Wagner,21.0,1.66,53.0,F
Deborah Jackson,52.0,1.97,118.5,F
Rachel Li,20.0,1.92,119.5,F
Jennifer Daniel,62.0,1.92,91.8,M
Toni Ellis,57.0,1.76,73.2,F
Michael Mclaughlin,24.0,1.89,65.6,M
Jamie Thomas,44.0,1.59,69.4,M
Tanya Bailey,18.0,1.79,53.5,F
Jonathan Lee,44.0,1.99,83.3,F
Lauren Phillips,33.0,1.65,54.0,F
Julie Delacruz,55.0,1.9,100.3,M
Kathy Wilson,24.0,1.75,76.0,M
Gabrielle Miller,61.0,1.52,64.0,F
Joshua Hayes,40.0,1.88,88.1,F
Daniel Bell,58.0,1.58,118.2,M
Chelsea Dunn,28.0,1.82,98.7,F
Anthony Lopez,59.0,1.54,84.4,F
Isaac Kelly,50.0,1.97,104.4,M
Rachel Johnson,67.0,1.65,101.6,M
Brandi Ball,53.0,1.61,112.4,F
James Calderon,54.0,1.56,64.3,M
Brittany Beck,58.0,1.97,110.1,F
Ashley Greene,34.0,1.86,71.1,M
Joyce Gray,52.0,1.87,115.9,M
Heather Stanley,65.0,1.75,69.7,M
Mark Torres,22.0,1.74,114.9,M
Daniel Lewis,65.0,1.56,117.5,F
Roberto Simmons,49.0,1.78,60.2,M
Jeremiah Evans,20.0,1.62,118.2,F
Kayla Martin,69.0,1.99,56.0,M
Patricia Moore,64.0,1.9,65.3,F
Dr. Bradley Phillips,52.0,1.71,81.1,M
Kristen Blanchard,69.0,1.58,119.6,M
Kathleen Rodriguez,31.0,1.89,84.2,F
Alicia Atkinson,65.0,1.56,88.5,M
Patricia Garcia,48.0,1.59,98.6,F
Stephanie Mejia,48.0,1.61,117.8,F
Ariel Patton,34.0,1.78,104.8,M
Angela Allen,41.0,1.89,65.7,M
Michelle Sullivan,69.0,1.66,71.2,F
Scott Kelly,40.0,1.54,56.8,M
Katherine Diaz,35.0,1.73,95.1,M
Amanda Howard,67.0,1.87,62.7,F
Brian Simpson,31.0,1.61,68.0,M
Edwin Bird,67.0,1.61,112.2,M
Francisco Martinez,32.0,1.97,72.9,M
Caroline Jones,32.0,1.98,89.7,M
Julie Barrera,23.0,2.0,77.8,M
Miss Pamela Sawyer,44.0,1.9,55.2,F
Anthony Williams,32.0,1.59,75.4,M
Ivan Hodges,67.0,1.61,78.6,M
Michael Dean,53.0,1.67,112.7,F
John Miller,25.0,1.66,72.7,M
Brian Pearson,32.0,1.98,76.5,F
Christopher Hayes,20.0,1.89,104.8,F
Robert Wong,64.0,1.86,103.1,M
Matthew Mccann,30.0,1.59,105.9,M
James Villa,58.0,1.95,116.8,F
Joseph Waters,51.0,1.91,105.7,M
Gerald Velez,41.0,1.58,78.5,F
Norman Maynard,57.0,1.94,107.5,M
Monique Smith,49.0,1.64,85.6,M
Phillip Dixon,49.0,1.54,69.4,F
Mark Hart MD,47.0,1.83,71.2,F
Robert Rodriguez,69.0,1.83,65.7,F
Joshua Le,66.0,1.55,60.1,F
Mary Torres,30.0,1.66,62.9,F
Mark Miller,18.0,2.0,54.4,F
Sergio Ferguson,51.0,1.84,112.2,F
Ryan Sanchez,32.0,1.87,115.2,F
Donald Smith,61.0,1.61,91.1,F
Juan Anderson,31.0,1.54,108.8,F
Samantha Williams,46.0,1.64,62.8,M
Michael Roberts,51.0,1.62,113.1,M
Jason Cervantes,35.0,1.62,85.4,F
Melanie Taylor,24.0,1.6,54.7,M
Melissa Dean,46.0,1.79,59.9,F
Chloe Armstrong,48.0,1.66,71.6,M
Eric Cox,42.0,1.91,53.0,M
William Hudson,55.0,1.59,71.7,M
Jennifer Hale,31.0,1.73,54.2,M
Heather Freeman,25.0,1.51,66.5,M
Gabriel Taylor,44.0,1.74,68.6,F
Karla Bird,19.0,1.53,119.6,M
Amanda Solomon,34.0,1.99,66.5,M
Jose Shaw,54.0,1.9,66.7,F
Johnny Davis,31.0,1.75,98.1,M
Lee Saunders,42.0,1.54,110.2,M
Elizabeth Tucker,47.0,1.8,77.1,M
Jeremy Moon,46.0,1.88,111.3,M
Jessica Ortega,37.0,1.6,73.8,M
Jason Kerr,38.0,1.78,63.8,M
Gary Mcmillan,39.0,1.91,73.1,M
Christine Whitaker,52.0,1.88,92.7,F
Gregory Mata,54.0,1.9,75.7,F
Anthony Hoffman,33.0,1.94,97.1,F
Michael Macdonald,67.0,1.97,66.6,M
Donna Jones,66.0,1.7,99.1,M
Jose Kelley,60.0,1.78,74.3,F
Darrell Guzman,34.0,1.9,81.9,F
Connie Fleming,33.0,1.85,89.0,F
Angela Gomez,19.0,2.0,98.0,M
Amanda Fuentes,21.0,1.51,66.7,F
Darlene Sanders,38.0,1.68,108.5,M
Jesse Garcia,56.0,1.64,100.5,F
Pamela Lopez,51.0,1.63,66.4,F
Ryan Sharp,47.0,1.61,118.2,M
Benjamin Hester,23.0,1.85,96.5,M
Christine Alexander,34.0,1.54,81.7,M
Susan Duncan,56.0,1.87,61.0,M
Darin Torres,42.0,1.85,87.3,M
Martin Little,22.0,1.63,61.5,M
Gary Valencia,22.0,1.63,80.1,F
Jared Walters,37.0,1.81,78.6,M
Lauren Benton,33.0,1.88,100.4,M
Christina Peterson,68.0,1.94,63.5,M
Dawn Waters,58.0,1.93,107.5,F
Alexa Miranda,54.0,1.98,72.8,F
Brittany Williams,57.0,1.79,81.1,M
Amanda Brown,26.0,1.95,104.1,M
John Hayes,22.0,1.9,93.8,M
Joel Cruz,59.0,1.95,71.6,M
Jacob Taylor,19.0,1.51,77.0,M
Brianna Smith,26.0,1.98,71.4,M
Shannon Odonnell,60.0,1.74,91.6,F
Amanda Jones,53.0,1.9,73.3,M
Ashley Ellis,39.0,1.56,100.8,M
Brian Cruz,39.0,1.7,90.6,M
Stephanie Moore,39.0,1.64,60.2,M
Sue Tyler,51.0,1.65,71.7,F
Ryan Smith,46.0,1.56,65.5,M
Jared Roy,55.0,1.9,77.3,F
Larry Allen,63.0,1.5,86.1,M
Erin Gordon,50.0,1.66,85.5,M
Kaitlyn Olsen,35.0,1.59,102.8,M
Jose Taylor,24.0,1.79,63.2,F
Christian Byrd,18.0,1.63,116.3,F
James Patrick,50.0,1.63,74.0,M
Sara Mayer,18.0,1.74,71.0,M
Dustin Herrera,41.0,1.83,98.0,M
Robert Woodward,21.0,1.56,106.4,M
Raymond Davidson,21.0,1.59,76.5,M
Christopher Dunn,35.0,1.62,102.3,M
Daniel Scott,44.0,1.99,111.9,M
Lindsey Wade,60.0,1.7,103.7,F
Anna Williams,49.0,1.8,52.4,F
Scott Nelson,50.0,1.62,107.9,M
Alexander Reilly,45.0,1.75,104.2,M
Michael Watkins,59.0,1.54,96.9,M
Joann Sexton,58.0,1.52,103.2,M
Elizabeth Williams,53.0,1.73,118.6,M
William Patton,23.0,1.7,80.2,M
Beverly Haley,33.0,1.57,54.7,F
Lisa York,51.0,1.84,82.3,F
Lauren Stephens,40.0,2.0,53.3,F
Justin Gallegos,67.0,1.7,70.6,M
Tamara Peterson,59.0,1.81,91.1,F
Cynthia Stephens,41.0,1.98,71.7,M
Antonio Hansen,66.0,1.92,98.0,F
Lori Lopez,30.0,1.73,107.5,M
Jessica Mayer,35.0,1.87,79.4,F
Mary Crosby,30.0,1.56,113.0,M
Brandon Frye,66.0,1.76,55.6,F
Nicole Figueroa DDS,54.0,1.64,108.8,F
James Beck,60.0,1.58,108.0,F
Drew Williams,56.0,1.71,72.5,M
Patrick Fox Jr.,59.0,1.57,70.9,M
Julie Mckenzie,34.0,1.85,71.4,M
John Perez,32.0,1.73,106.8,M
Lori Brown,35.0,1.77,108.2,M
Susan Clayton,40.0,1.57,73.1,F
Dean Hunt,68.0,1.57,91.5,M
Roger Davis,47.0,1.79,59.7,M
Matthew Weeks,51.0,1.99,82.8,M
Tamara Benson,21.0,1.55,119.9,F
Rachael Li,20.0,1.64,61.1,F
Eric Whitney,24.0,1.93,116.3,F
Mark Chavez,35.0,1.54,107.7,M
James Marks,59.0,1.94,118.1,M
Scott Harris,24.0,1.76,62.6,F
Paige Ware MD,57.0,1.7,64.9,M
Daniel Bailey,23.0,1.65,51.2,M
Matthew Wong,39.0,1.65,100.7,M
William Carter,18.0,1.65,95.1,M
Randy Wilcox,21.0,1.94,62.5,M
Karen West,63.0,1.86,105.4,F
Lindsay Dickson,66.0,1.83,70.9,F
Jessica Johnson,69.0,1.9,59.4,F
Sarah Lawson,67.0,1.63,79.6,M
Amy Berg,60.0,1.81,56.4,F
Warren Costa,46.0,1.73,68.4,M
Edward Miller,38.0,1.89,76.0,F
Craig Gonzalez,43.0,1.65,109.6,M
Lisa Evans,31.0,1.82,105.5,M
Erin Jones,26.0,1.94,81.0,F
Ian Klein,64.0,1.7,100.7,F
Eric Yates,29.0,1.53,89.8,F
Katherine Thomas,59.0,1.76,73.9,M
Caitlin Ballard,68.0,1.67,100.8,F
Michelle Fisher,68.0,1.84,97.8,F
Kristopher Guerrero,23.0,1.98,93.3,F
Mary Martin,37.0,1.74,93.3,F
Thomas Luna,41.0,1.73,97.8,M
Scott Singh,44.0,1.83,76.9,M
Shelby Reyes,55.0,1.55,110.8,M
Patricia Yates,25.0,1.63,61.4,F
Erica Mercado DDS,18.0,1.96,111.9,F
Aaron Sanchez,66.0,1.83,74.0,F
Kelly Waters,66.0,1.51,58.8,M
Kevin Brown,41.0,1.6,92.0,F
Nathan Medina,64.0,1.84,76.3,M
Kimberly Fields,24.0,1.88,107.1,F
Scott Jones,36.0,1.92,80.2,M
Carolyn Meadows,39.0,1.65,96.8,M
Gary Lee,52.0,1.97,71.6,F
Andrea Newman,47.0,1.78,64.7,F
Laurie Lopez,46.0,1.85,77.2,M
Donald Cantu,39.0,1.8,92.5,M
Rachel Smith,28.0,1.56,96.0,F
Kevin Brown,37.0,1.98,90.5,M
William Hutchinson,46.0,1.56,119.2,F
Jennifer Jordan,68.0,1.63,98.4,F
David Gomez,58.0,1.91,115.2,M
Ebony Walker,59.0,1.81,58.3,M
Johnathan Todd,51.0,1.92,54.3,F
Alicia Smith,18.0,1.76,71.8,M
James Foster,48.0,1.69,59.6,M
Casey Evans,47.0,1.96,86.8,F
Geoffrey Rodriguez,65.0,1.52,86.3,M
Lori Spears,35.0,1.93,90.3,M
Justin Moreno,34.0,1.62,102.2,M
James Warren,55.0,1.92,118.0,M
David King,31.0,1.57,111.5,F
Melissa Perez,40.0,1.79,58.3,M
Erin Freeman,42.0,1.94,73.7,M
Daryl Parsons,32.0,1.74,67.9,M
Joseph Marquez,63.0,1.87,62.4,M
Shane Barry,39.0,1.9,88.1,F
Marcus Harrison,20.0,1.87,88.7,F
Ronald Marshall,36.0,1.96,65.9,F
Debra Molina,61.0,1.72,99.8,M
Joseph Nichols,51.0,1.59,101.3,F
James Martinez,52.0,1.52,51.5,F
Alexander Sanchez,67.0,1.62,77.7,M
Michelle Johnson,18.0,1.57,112.3,M
Brandon Silva,69.0,1.78,86.4,F
Susan Ware,38.0,1.59,74.3,F
Dr. Christine Davila,46.0,1.52,67.8,M
Matthew Haynes,23.0,1.52,67.0,M
William Gonzalez,54.0,1.92,57.0,M
Michele Mccarthy,18.0,1.8,107.2,F
Sean Smith,68.0,1.68,56.1,M
Perry King,18.0,1.95,70.5,F
Alicia Miller,44.0,1.54,53.2,F
Vincent Greene,38.0,1.99,104.7,F
Alexander Fernandez,33.0,1.81,52.7,M
Sherri Bright,61.0,1.59,71.6,F
Shane Jones,57.0,1.84,90.1,F
Jessica Smith,43.0,1.88,78.7,F
Michael Hinton,33.0,1.71,69.8,F
Diana Johnson,45.0,1.93,69.3,M
Robert Cox,18.0,1.58,105.8,F
Lori Rosales,53.0,1.64,118.2,M
Stephen Moreno,27.0,1.55,74.4,M
David Davis,60.0,1.61,52.7,F
Natalie Wu,34.0,1.62,52.6,F
Andrew Alvarado,40.0,1.96,103.1,M
Faith Haas,24.0,1.54,88.7,M
Ryan Stephens,61.0,1.71,104.9,M
Amanda Johnson,24.0,1.77,98.8,M
Timothy Alexander,61.0,1.95,113.5,F
Alexis Figueroa,32.0,2.0,112.0,F
Heather Lang,51.0,1.88,105.2,F
Kathleen Pearson,63.0,1.99,83.3,F
Leslie Cordova,62.0,1.89,71.6,M
Victoria Hanna,21.0,1.98,85.5,M
Brian Greene,31.0,1.85,85.1,F
Carlos Stewart,31.0,1.54,92.7,F
James Smith,33.0,1.7,63.0,F
Breanna Ferguson,24.0,1.82,95.9,M
Darlene Hampton,49.0,1.68,82.0,F
Donna Brown,36.0,1.64,93.4,M
Dr. Mason Rogers,19.0,1.79,66.8,M
Caroline Davis,27.0,1.97,80.4,M
Mrs. Stephanie Flores,67.0,1.52,64.7,M
Lori Snyder,34.0,1.88,111.3,F
Carolyn Adams,54.0,1.86,84.2,M
Mr. Brian Silva,29.0,1.98,65.7,M
Sarah Pearson,23.0,1.97,52.9,F
Bradley Lynch,39.0,1.88,97.3,F
Norma Williamson,49.0,1.76,65.0,M
Erica Williams,58.0,1.6,119.3,F
Curtis Campbell,37.0,1.77,87.4,F
Anna Peterson,18.0,1.88,70.2,M
Erin Castillo,64.0,1.95,96.0,F
Gary Leonard,23.0,1.89,69.3,M
Tracie Wilson,36.0,1.6,107.4,M
Sonia Gregory,35.0,1.8,71.6,F
Emma Hartman,23.0,1.67,119.2,F
Willie Daniels,62.0,1.5,92.4,F
Stacy Cameron,50.0,1.6,109.1,M
Natalie Hill,40.0,1.56,55.1,F
James Chavez,40.0,1.92,74.4,M
Marc Sullivan,43.0,1.63,101.6,F
Danielle Thomas,30.0,1.64,95.9,M
Lisa Avery,24.0,1.98,63.6,F
Sean West,32.0,1.69,74.9,M
Roger Parker,61.0,1.5,68.4,F
David Hubbard,44.0,1.64,92.9,F
Zachary Small,43.0,1.56,74.1,F
Jennifer Patterson,50.0,1.55,71.6,F
Bryan Sparks,32.0,1.54,64.5,F
Amanda Patton,53.0,1.8,78.6,M
Adam Lucas,62.0,1.59,63.7,M
Courtney Hunt,44.0,1.68,117.4,F
Alyssa Flores,22.0,1.93,60.8,M
Dennis Jones,19.0,1.71,113.9,M
Melissa Lawson,50.0,1.96,80.0,F
Lisa Brown,33.0,1.75,76.5,F
Jeffrey Conley,40.0,1.7,66.2,M
David Knight,55.0,1.88,94.5,M
Pamela Brennan,33.0,1.54,98.0,F
Lisa White,31.0,1.54,82.7,F
Karen White,46.0,1.83,53.9,F
Alexandria Fuentes,43.0,1.74,114.3,M
Tiffany Woods,52.0,1.9,118.6,F
Jennifer Evans,32.0,1.96,80.2,M
Allen Cantrell,20.0,1.69,93.0,F
Christopher Nguyen,40.0,1.8,81.5,F
Andrea Anderson,46.0,1.75,72.5,M
Jessica Carter,51.0,1.99,55.4,F
Jeffrey Hall,50.0,1.92,81.9,M
Katherine Castaneda,58.0,1.96,107.3,M
Curtis Butler,58.0,1.63,51.2,M
Stacey Watts,40.0,1.89,90.7,F
Hannah Mckee,24.0,1.63,111.7,F
Julie Franklin,20.0,1.6,65.2,F
Ann Berger,49.0,1.97,62.8,M
Robert Jensen,48.0,1.51,104.1,F
Alyssa Morrison,35.0,1.98,67.9,F
Jennifer Johnson,60.0,1.57,63.4,F
Steven Randall,24.0,1.91,76.5,F
Jacqueline Shields,58.0,1.64,77.5,F
Jose Houston,18.0,1.68,111.2,M
Melinda Davis,31.0,1.61,93.3,F
Johnny Shepherd,69.0,1.79,78.4,F
Melissa Crawford,49.0,1.67,87.4,F
Lauren Beck,23.0,1.83,116.8,M
Amanda Phillips,56.0,1.51,57.9,F
Kelly Holden,27.0,1.53,64.5,M
Justin Vincent,24.0,1.55,117.4,M
Gary Franco,43.0,1.71,117.0,F
Antonio Hines,51.0,1.91,62.4,M
Jessica Steele,47.0,1.94,60.2,M
Daniel Schaefer,53.0,1.62,79.5,M
Arthur Fitzgerald,38.0,1.79,53.5,F
Paul Gonzalez,34.0,1.88,95.8,M
Vanessa Simpson,50.0,1.64,55.4,F
Jeffrey Rogers,27.0,1.7,54.1,F
Jay Allen,68.0,1.76,84.0,M
Elizabeth Mahoney,64.0,1.57,117.0,M
Manuel Martin,59.0,1.51,79.9,M
Christopher Garner,68.0,1.58,75.0,F
Jeffery Williams,29.0,1.81,119.9,F
Luis Pearson,33.0,1.54,87.2,M
Roberto Bell,58.0,1.59,76.3,M
Melissa Gray,49.0,1.67,77.0,F
Joseph Alvarado,32.0,1.54,63.6,F
Brenda Bailey,44.0,1.6,85.9,F
Marc Cunningham,45.0,1.96,80.7,M
Amanda Ortiz,34.0,1.51,69.0,M
Kyle Greene,63.0,1.83,61.2,F
Jeremiah Lee,67.0,1.69,71.8,F
Kelli Carter,19.0,1.84,85.6,M
Kayla Hernandez,53.0,1.79,54.1,F
Dean Bennett,67.0,1.61,60.8,M
Donald Moore,24.0,1.92,116.3,F
Denise Moses,30.0,1.75,88.0,F
Angela Hawkins,32.0,1.91,54.4,F
Alicia Brown,42.0,1.7,98.5,F
John Miller,40.0,1.99,54.3,M
Andrew Vasquez,39.0,1.89,101.7,F
Aaron Lee,43.0,1.98,102.5,F
David Ross,50.0,1.76,95.6,M
Emily Green,28.0,1.74,101.3,M
Matthew Wilson,27.0,1.88,56.2,M
Sarah Livingston,42.0,1.94,100.9,F
Melanie Cannon,54.0,1.98,59.6,M
Eric Perez,65.0,1.66,73.8,F
Ariana West,60.0,1.9,116.0,M
Mr. Joshua Holland,55.0,1.61,85.2,F
Adriana Smith,58.0,1.77,117.7,M
Keith Hudson,62.0,1.59,56.2,M
Christian Chan,41.0,1.67,83.4,M
Ronald Reed,57.0,1.97,54.4,F
Jacqueline Williams,63.0,1.57,94.1,F
Richard Smith,50.0,1.82,55.5,M
Kathleen Ashley,34.0,1.8,62.3,F
Kara Hester,41.0,1.56,68.1,F
Adam Fox,54.0,1.66,102.4,F
Danielle Rhodes,19.0,1.78,61.5,F
Johnathan Thompson,49.0,1.59,109.3,F
Mark Stokes,41.0,1.9,59.2,M
Linda Walker,26.0,1.99,52.5,F
Whitney Velez,21.0,1.61,77.7,M
Edward Morris,34.0,1.59,118.6,M
David Watts,34.0,1.73,57.7,M
Debra Davis,67.0,1.87,57.1,F
Ariana Rice,65.0,1.64,102.6,F
Amanda Knapp,47.0,1.51,71.9,M
Emily Dunn,57.0,1.77,100.2,M
Tracy Patel,28.0,1.98,64.0,M
Caitlin Reed MD,38.0,1.7,82.2,M
Rachel Smith,38.0,1.71,68.6,F
Elizabeth Lara,35.0,1.98,81.6,M
Deanna Kerr,46.0,1.85,103.8,M
Jeremy Montgomery,41.0,1.86,103.3,F
Melissa Galvan,27.0,1.78,86.1,M
Cynthia Davis,62.0,1.99,115.0,F
Walter Meyer,34.0,1.84,68.5,M
Taylor Taylor,35.0,1.95,66.8,F
Mackenzie Burton,59.0,1.85,93.0,F
John Bass,65.0,1.87,93.5,F
Anthony Thompson,37.0,1.65,53.3,M
John Gill,54.0,1.65,92.5,F
Kenneth Vasquez,62.0,1.89,76.2,M
Ashley Copeland,35.0,1.65,102.3,F
Adam Gutierrez,34.0,1.78,106.6,F
Monique Carr,26.0,1.62,88.7,F
Sheryl Allen,31.0,1.91,50.1,M
Geoffrey Jones,66.0,1.56,94.5,F
Linda Goodwin,46.0,1.91,102.4,F
Dr. Alicia Gillespie,48.0,1.8,67.4,F
Mrs. Heather Bates,21.0,1.59,82.5,F
Jamie Wilson,35.0,1.77,117.6,M
Andrew Calderon,37.0,1.64,70.9,M
Valerie Stone,64.0,1.66,65.6,F
Joshua Avila,60.0,1.68,64.8,F
Amy Lewis,61.0,1.53,89.1,F
Brian Nash,26.0,1.99,116.5,F
Jennifer Parks,30.0,1.52,92.6,M
Michelle Brooks,32.0,1.83,71.2,F
Emily Cook,44.0,1.69,94.7,F
Laura Garcia,32.0,1.82,93.7,M
Joe Jenkins,45.0,1.68,91.8,F
Brian Vang,54.0,1.84,61.2,F
Jenny Berg,36.0,1.86,94.4,M
Cristian Wilson,43.0,1.85,80.1,F
Mark Anderson,69.0,1.56,51.3,M
Emily Black,43.0,1.83,87.8,F
Jessica Ross,42.0,1.64,119.2,M
Timothy Gates,43.0,1.51,74.5,M
Amanda Ruiz,43.0,1.71,117.6,F
Linda Gay,63.0,1.72,56.7,F
Sandra Shepard,45.0,1.73,101.3,F
Nicole Schwartz,66.0,1.85,58.0,F
Janice Bush,35.0,1.65,69.2,M
Johnathan Sanders,49.0,1.66,90.0,F
Jennifer Mcclain,20.0,1.53,91.5,F
Shawn Garcia,19.0,1.84,104.3,F
Amy Baldwin,50.0,1.78,93.1,M
Dr. Wendy Hunt,59.0,1.67,91.6,M
Erin Sparks,36.0,1.85,113.9,M
James Blair,34.0,1.77,81.7,M
Tara Beck,61.0,1.73,65.8,M
Debra Joseph,50.0,1.76,61.3,F
Chad Dixon,29.0,1.82,78.0,F
Jessica Hodge,66.0,1.83,99.9,F
Lorraine Hernandez,20.0,1.64,53.0,M
Daniel Sullivan,60.0,1.57,59.0,F
Ruth Jones,66.0,1.58,57.4,M
Matthew Anthony MD,43.0,1.82,91.0,M
Diana Thompson,52.0,1.94,67.0,M
Kevin Houston,25.0,1.7,61.6,M
Kevin Smith,69.0,1.58,91.5,M
Michael Guzman,53.0,1.88,103.3,F
Richard Hubbard,24.0,1.92,73.3,F
Mark Barber,63.0,1.94,90.5,F
Toni Hall,63.0,1.8,56.9,F
Jessica Newman,53.0,1.93,115.5,M
Jon Robinson,33.0,1.51,73.6,F
Carla Dalton,41.0,1.55,119.8,F
Mandy Smith,18.0,1.55,118.5,M
Andrea Hess,66.0,1.86,104.5,M
Jennifer Anderson,42.0,1.53,51.4,M
Stephanie Barnes,27.0,1.75,88.0,F
Jacob Elliott,33.0,1.74,56.1,F
James Anderson,33.0,1.66,112.7,F
Jessica Davis MD,25.0,1.94,105.3,M
Kelly Hensley,46.0,1.59,118.1,M
Donna Davenport,56.0,1.68,92.6,M
Amy Jackson,45.0,1.89,86.6,M
Daniel Moore,23.0,1.52,86.3,M
Eric Smith,33.0,1.84,77.1,M
Bryan Pace,37.0,1.91,82.8,F
William Rivers,33.0,1.97,94.5,M
Sara Chavez,24.0,1.94,115.3,M
Greg Buck,58.0,1.66,91.7,M
Maureen Tucker,31.0,1.79,110.0,M
Ian Johnson,60.0,1.54,110.4,M
Jose Dennis,43.0,1.63,86.3,M
Douglas Powell II,43.0,1.55,74.3,M
Colin Smith,31.0,1.66,94.8,M
Joanna Murphy,24.0,1.94,81.2,M
Richard Colon,50.0,1.67,55.7,F
Gloria Hunt,43.0,1.78,76.4,F
Veronica Mason,62.0,1.72,119.6,F
Katherine Young,37.0,1.73,53.4,F
Luis Lopez,20.0,1.98,98.8,M
Jacob Braun,69.0,1.65,108.9,F
Luis Warren,21.0,1.81,95.4,F
Valerie Walton,43.0,1.71,89.9,M
Wayne Anderson,28.0,1.53,99.5,M
James Lynch,19.0,1.74,80.1,M
Karen Smith,31.0,1.91,56.4,M
Kathy Dunn,61.0,1.55,117.4,F
Eric Flores,47.0,1.53,80.3,M
Mitchell Dickson,66.0,1.58,96.6,M
Michael Lopez,29.0,1.88,87.2,M
Mr. Jerry Leblanc,43.0,1.86,53.8,F
Brandon Harvey,61.0,1.78,116.7,F
Leslie Cummings,50.0,1.73,105.5,M
Jason James,30.0,1.94,60.4,F
Ann Mason,31.0,1.88,118.7,M
Timothy Wilcox,41.0,1.91,101.6,F
Alan Hicks,51.0,1.91,83.1,M
Daniel Zamora,61.0,1.82,92.8,F
Marc Long,43.0,1.73,57.5,F
Chad Lewis,38.0,1.93,89.2,F
Samuel Berg,45.0,1.96,55.2,M
Matthew Hamilton,65.0,1.51,88.1,F
Gail Lopez,53.0,1.53,88.7,F
Susan Taylor,57.0,1.98,111.2,F
Anna Castillo,19.0,1.64,100.8,M
Kara Mccall,59.0,1.94,67.5,F
Amy Cooper,26.0,1.69,112.2,M
Thomas Collins,40.0,1.56,90.1,M
Carlos Dennis,32.0,1.54,92.4,M
Sheri Ball,30.0,1.58,61.8,M
Denise Peters,40.0,1.62,110.0,M
Joshua Romero,34.0,1.74,115.2,F
Bonnie Walker,65.0,1.85,104.2,M
Kevin Crawford,19.0,1.99,115.9,F
Kathryn Hall,37.0,1.72,71.2,F
Tracy Romero,37.0,1.76,110.3,M
Joe Oliver,63.0,1.76,84.2,M
Jared Sullivan,20.0,1.77,61.5,M
Anthony Benson,29.0,1.76,96.8,F
Kristen Walker,57.0,1.5,97.9,F
Jennifer Gonzalez,19.0,1.5,70.1,F
Michael Martin,53.0,1.55,51.9,F
Clinton Perez,31.0,1.55,64.0,F
Danielle Ramirez,33.0,1.85,78.0,F
Melissa Moore,36.0,1.6,61.7,F
Anthony David,51.0,1.95,63.6,F
Alex Abbott,61.0,1.96,77.4,F
Darrell Norman,63.0,1.99,117.3,M
Jacqueline Sullivan,23.0,1.97,103.5,F
Betty Case,30.0,1.64,72.4,M
Stacy Payne,53.0,1.75,116.6,M
Mr. Roger Mayer,39.0,1.59,95.2,F
Sara Nicholson,35.0,1.9,81.9,F
Nicolas Martin,29.0,1.94,82.8,F
Zachary Bailey,69.0,1.93,78.8,F
Madison Medina MD,47.0,1.72,66.3,F
Nicholas Sims,68.0,1.88,77.1,F
Paula Miller,57.0,1.55,87.0,M
Chase Wilson,24.0,1.52,87.0,M
Jose Hansen,49.0,1.88,103.3,F
Jason Hernandez,65.0,1.71,75.1,M
Russell Smith,36.0,2.0,100.2,M
Mr. Jerry Smith MD,23.0,1.55,90.5,M
Mark Banks,37.0,1.93,117.3,M
Debra Mosley,44.0,1.74,77.0,M
Jonathon Nolan,60.0,1.91,113.1,M
Christopher Moore,54.0,1.91,107.4,F
Nicholas Long,65.0,1.96,94.6,M
Tommy Gilbert,24.0,1.65,95.8,M
Patricia Brown,22.0,1.97,55.9,M
Karen Hill,28.0,1.58,116.5,M
Alex Ellis,32.0,1.54,57.5,F
Kirsten Hall,20.0,1.72,89.4,M
Tammy Brown,22.0,1.91,73.1,F
Christine Cunningham,40.0,1.74,80.1,M
Mrs. Sandra Davis,54.0,1.91,92.7,F
Jerry Shaw,26.0,1.86,113.6,M
Rachael Joyce,32.0,1.6,82.0,M
Melissa Morris,20.0,1.97,119.1,M
Sheena Gould,46.0,1.53,91.5,F
Kyle Jones,23.0,1.95,61.2,F
David Solis,34.0,1.65,63.3,F
Kenneth Peters,43.0,1.75,100.1,F
Amanda Mitchell,38.0,1.71,53.5,M
Joseph Swanson,25.0,1.59,83.6,M
Mark Gonzalez,38.0,1.68,60.4,F
Laura Burgess,28.0,1.6,80.3,M
Angela Briggs,55.0,1.6,102.5,M
Jonathon Foster,25.0,1.59,82.1,M
Jesse Cannon,59.0,1.74,61.4,F
Joseph Dorsey,41.0,1.9,67.6,F
Michael Welch,52.0,1.78,75.7,M
Russell Davis,31.0,1.95,54.9,F
Cody Clark,31.0,1.82,90.9,F
Evan Horton,27.0,1.84,92.5,F
Phillip Long,29.0,1.83,54.4,F
Maria Romero,55.0,1.72,78.2,M
Leslie Shea,61.0,1.84,79.0,F
